YEAR,Customer_num ,Establishment_Date,Number_of_Emp,Profit,Sector,Region,Total Risk ,Total Limit,Sales
2010,RATI4011NQU,35094,,8616,RETAIL-WHOLESALE,Central Anatolia Region,98286,367223,0
2015,RATI5100YWQ,36531,37,,OTHERS,Marmara Region,891114,3258877,3
2017,RATI6832SBF,33973,5,169479,OTHERS,Central Anatolia Region,221480,469876,0
2016,RATI3060LEE,33544,86,,MANUFACTURING,Marmara Region,1792829,2699308,3
2015,RATI8876PUV,36178,11,,MANUFACTURING,Marmara Region,34107,60072,3
2015,RATI6319KYJ,39715,3,10336,MANUFACTURING,,375698,738790,0
2011,RATI4910DQX,34397,11,510906,RETAIL-WHOLESALE,,32580,6036450,0
2017,RATI3183YYW,35398,7,160405,RETAIL-WHOLESALE,Marmara Region,13486,1421979,1
2014,RATI8120JAO,40009,1,25598,RETAIL-WHOLESALE,Central Anatolia Region,128161,2518027,0
2013,RATI7422HFW,38714,3,,SERVICES,Black Sea Region,411107,513845,3
2016,RATI9592OMD,39510,3,79593,RETAIL-WHOLESALE,Marmara Region,229033,1155572,0
2013,RATI8782ZLC,39718,2,5601,RETAIL-WHOLESALE,Marmara Region,33487,52510,0
2014,RATI3426YPX,40686,1,20702,RETAIL-WHOLESALE,,941299,1544718,0
2015,RATI9349KTS,31415,6,264488,MANUFACTURING,Marmara Region,64173,4346840,0
2011,RATI6192UST,34529,12,,SERVICES,Marmara Region,242662,630096,3
2017,RATI5441MQK,41643,5,-77698,MANUFACTURING,Central Anatolia Region,411131,632301,0
2012,RATI4861MRI,37152,9,326711,RETAIL-WHOLESALE,Marmara Region,1589014,3337343,0
2016,RATI8439HYX,39630,212,32501,RETAIL-WHOLESALE,,2344623,3325486,0
2015,RATI6391HOT,39491,5,93441,SERVICES,Southeastern Anatolia Region,921047,4548335,0
2014,RATI4855KKA,29233,18,,MANUFACTURING,Marmara Region,54508,334143,3
2017,RATI9829ZVN,35934,6,8811,MANUFACTURING,Southeastern Anatolia Region,858048,1018264,0
2017,RATI3004DIM,35467,7,203258,RETAIL-WHOLESALE,Marmara Region,1594688,2480708,0
2015,RATI8126JGD,38178,43,57979,SERVICES,Marmara Region,2562698,7170546,1
2013,RATI4763CBG,33607,1,87900,RETAIL-WHOLESALE,Marmara Region,156943,256924,0
2016,RATI9913NRU,30326,10,-88965,SERVICES,Marmara Region,16002,17116231,0
2016,RATI1581ZDA,38238,32,602532,SERVICES,Aegean Region,220224,1082925,0
2015,RATI6922MLS,35185,16,217202,RETAIL-WHOLESALE,Black Sea Region,2606024,5482174,1
2017,RATI6615EJI,33246,4,,RETAIL-WHOLESALE,Marmara Region,47188,1405256,3
2013,RATI3970ECN,39854,5,88475,MANUFACTURING,,1599167,5554252,1
2010,RATI5610CEJ,36505,10,104389,RETAIL-WHOLESALE,Marmara Region,1212218,3602200,1
2016,RATI9915ATW,36954,1,,RETAIL-WHOLESALE,Marmara Region,597192,1446422,3
2017,RATI7366FDW,38004,7,,RETAIL-WHOLESALE,Marmara Region,3548427,6435251,3
2011,RATI1376TMO,38149,19,,RETAIL-WHOLESALE,Marmara Region,64264,67814,3
2015,RATI3762MKY,33883,4,-69773,RETAIL-WHOLESALE,,1423408,7257228,0
2017,RATI4802KUK,33594,6,105286,SERVICES,Central Anatolia Region,13015,3256592,1
2017,RATI7200MMV,40360,16,60341,MANUFACTURING,Marmara Region,26710,651855,0
2014,RATI6740RWS,35806,7,,RETAIL-WHOLESALE,Marmara Region,94664,4076428,3
2013,RATI9460POR,36363,7,,OTHERS,Central Anatolia Region,1067864,2992589,3
2013,RATI7566GKB,38827,10,-2299787,RETAIL-WHOLESALE,Marmara Region,1372802,2054676,0
2011,RATI4979PFA,38030,12,154835,MANUFACTURING,,531867,1434863,0
2012,RATI7817JWA,35201,5,203300,RETAIL-WHOLESALE,Marmara Region,91665,1109439,0
2015,RATI6288KLR,40875,1,290335,MANUFACTURING,Marmara Region,351203,563243,0
2014,RATI4227SDK,35040,5,83987,RETAIL-WHOLESALE,Mediterranean Region,580829,1475569,1
2014,RATI5136WPY,38761,22,258320,OTHERS,Aegean Region,301200,877650,0
2014,RATI3556YUN,35081,15,55468,SERVICES,Aegean Region,2082440,8685750,0
2010,RATI2076UJI,39392,,68875,RETAIL-WHOLESALE,Mediterranean Region,62230,116160,0
2017,RATI5282DDY,36648,13,,RETAIL-WHOLESALE,Aegean Region,6513453,7987240,3
2012,RATI5005MOZ,34211,5,60605,RETAIL-WHOLESALE,Marmara Region,642159,4947248,0
2015,RATI3186YID,40576,2,19523,OTHERS,Aegean Region,197726,856049,0
2013,RATI3932IIC,39250,2,27853,RETAIL-WHOLESALE,Marmara Region,,,0
2014,RATI9374QXB,40327,5,9038,OTHERS,,4454463,5260489,0
2016,RATI2361KUA,40912,3,131254,OTHERS,Marmara Region,9591,5986,0
2015,RATI9246YOG,34688,15,104814,SERVICES,Aegean Region,889684,2171403,0
2011,RATI2397DWT,38892,10,257947,SERVICES,Marmara Region,1144450,1224638,0
2016,RATI2032SVA,37608,6,-3135810,RETAIL-WHOLESALE,Marmara Region,1021,1123300,0
2016,RATI6794RUL,32885,19,208102,RETAIL-WHOLESALE,Central Anatolia Region,248074,660129,0
2011,RATI9154ORY,33630,5,31284,RETAIL-WHOLESALE,Marmara Region,150160,623053,0
2015,RATI4489MBQ,40932,3,15292,SERVICES,Marmara Region,1210289,1462497,0
2012,RATI2537AFZ,39456,3,5192,RETAIL-WHOLESALE,Central Anatolia Region,212880,373906,0
2010,RATI5957BYH,37950,10,74226,RETAIL-WHOLESALE,Marmara Region,95197,185340,0
2015,RATI5671DFX,41486,1,12482,RETAIL-WHOLESALE,Black Sea Region,1567287,2726073,0
2014,RATI7914DTR,36717,26,339841,MANUFACTURING,Marmara Region,1802022,8163419,1
2014,RATI7467QCK,35157,28,,SERVICES,Mediterranean Region,744233,2329586,3
2013,RATI2676IPJ,32495,25,-363968,MANUFACTURING,,1210307,2580347,0
2017,RATI6677IMB,40231,10,51231,RETAIL-WHOLESALE,Southeastern Anatolia Region,78332,328212,0
2013,RATI9863RUV,38040,5,-492766,RETAIL-WHOLESALE,Marmara Region,748423,1271101,0
2016,RATI4972HPW,37633,11,,RETAIL-WHOLESALE,Central Anatolia Region,1392296,2966298,3
2016,RATI8401PPT,35307,2,15877,MANUFACTURING,Southeastern Anatolia Region,2059358,3338839,0
2010,RATI2665FRX,39205,,375675,MANUFACTURING,Central Anatolia Region,842968,1443236,1
2011,RATI2789VPA,34344,5,,RETAIL-WHOLESALE,Aegean Region,145164,622678,3
2016,RATI2589ILT,34230,3,,RETAIL-WHOLESALE,Marmara Region,474077,983658,3
2010,RATI2443KEV,36977,5,,RETAIL-WHOLESALE,,994909,1412025,3
2015,RATI3561ZAG,39380,15,42383,OTHERS,Mediterranean Region,1729360,5168241,0
2012,RATI5192QQI,33553,5,249174,MANUFACTURING,Marmara Region,146904,358344,0
2013,RATI8883DJN,36551,5,,MANUFACTURING,Eastern Anatolia Region,458441,1050842,3
2015,RATI9637EIB,39103,2,24499,RETAIL-WHOLESALE,Marmara Region,153453,1072243,0
2014,RATI7465IOT,38783,12,448943,RETAIL-WHOLESALE,Marmara Region,758127,1745685,1
2017,RATI2477XSK,39091,42,,MANUFACTURING,Marmara Region,44230,293914,3
2013,RATI8420EUQ,40138,3,-70659,MANUFACTURING,Mediterranean Region,548432,1268671,0
2014,RATI5219STR,36411,3,,RETAIL-WHOLESALE,,67387,1031236,3
2016,RATI7620PAX,39665,1,,OTHERS,Central Anatolia Region,168673,309474,3
2011,RATI7573HEI,38506,65,982008,OTHERS,Southeastern Anatolia Region,53802,146798,1
2015,RATI7896MLP,37996,1,19929,RETAIL-WHOLESALE,Central Anatolia Region,2931919,3632789,0
2016,RATI8105CSV,36114,14,39316,MANUFACTURING,Central Anatolia Region,388044,845308,0
2014,RATI3818JTY,39428,1,187400,OTHERS,Marmara Region,657658,731216,0
2011,RATI9659JCI,34748,5,,RETAIL-WHOLESALE,Black Sea Region,923045,1913178,3
2015,RATI8041QCM,35467,10,53910,RETAIL-WHOLESALE,Southeastern Anatolia Region,7104634,18222740,0
2012,RATI2865RXW,32313,26,-299346,RETAIL-WHOLESALE,Marmara Region,350219,1062667,0
2012,RATI3104FTN,38667,2,510468,OTHERS,Southeastern Anatolia Region,1501056,5529322,1
2013,RATI9627EQP,38107,23,-200455,MANUFACTURING,Aegean Region,321488,401593,0
2010,RATI2950DCB,38149,1111,156001,RETAIL-WHOLESALE,Marmara Region,83404,155632,0
2016,RATI1896ENY,41468,3,,MANUFACTURING,,1145969,2026447,3
2016,RATI9929WEJ,38897,8,78129,MANUFACTURING,Mediterranean Region,278697,2065405,0
2010,RATI7594JFD,33747,,,RETAIL-WHOLESALE,Eastern Anatolia Region,1042443,2161343,3
2015,RATI4097JYO,40125,8,5068,RETAIL-WHOLESALE,Central Anatolia Region,808156,1111402,0
2014,RATI5170UKS,35089,5,21450,RETAIL-WHOLESALE,Southeastern Anatolia Region,3574650,5815097,0
2010,RATI1217XHZ,35803,,510242,MANUFACTURING,Mediterranean Region,143956,399755,0
2017,RATI9966FUZ,35400,7,278565,MANUFACTURING,Mediterranean Region,159993,1327664,0
2013,RATI9298ZWK,39510,4,,RETAIL-WHOLESALE,Aegean Region,23913,126599,3
2010,RATI5693OAC,36630,,166499,RETAIL-WHOLESALE,Black Sea Region,100902,706547,0
2016,RATI6475HNW,39324,29,,OTHERS,Southeastern Anatolia Region,1031326,3843212,3
2016,RATI2186WNY,40091,2,-597047,RETAIL-WHOLESALE,,207398,681016,0
2015,RATI3329SIW,37748,8,,MANUFACTURING,Marmara Region,22747,542830,3
2013,RATI6391HOT,39472,5,158625,SERVICES,Southeastern Anatolia Region,735572,2114729,0
2015,RATI5969CEP,35809,3,26863,RETAIL-WHOLESALE,Central Anatolia Region,397157,3825328,0
2013,RATI7389TBL,39504,2,33169,RETAIL-WHOLESALE,Mediterranean Region,509153,1423842,0
2017,RATI6510VIO,35065,3,99866,RETAIL-WHOLESALE,Marmara Region,679575,1701306,0
2010,RATI5694NLX,35436,34,-150386,MANUFACTURING,Marmara Region,1257331,1915205,1
2012,RATI6280NRX,34548,46,-70236,RETAIL-WHOLESALE,Marmara Region,1752339,3224738,0
2012,RATI4858VYE,39002,3,10528,RETAIL-WHOLESALE,Mediterranean Region,350206,635917,0
2014,RATI8931WLL,37635,9,,RETAIL-WHOLESALE,Marmara Region,56959,256368,3
2014,RATI6283ADY,40194,5,819067,OTHERS,Mediterranean Region,220977,451654,0
2017,RATI4466AXU,40483,3,26143,RETAIL-WHOLESALE,Marmara Region,306015,524351,0
2010,RATI6555WKQ,35272,,,RETAIL-WHOLESALE,Marmara Region,248811,568943,3
2014,RATI2584EDQ,35255,14,,MANUFACTURING,Aegean Region,9607,408775,3
2016,RATI8081VHW,34252,15,249278,RETAIL-WHOLESALE,Aegean Region,177134,483756,0
2010,RATI8873MUW,39486,2,121418,RETAIL-WHOLESALE,,61834,203888,0
2017,RATI9227TPQ,42044,4,112023,RETAIL-WHOLESALE,Central Anatolia Region,454611,2547139,0
2015,RATI5233KGZ,41033,5,49196,RETAIL-WHOLESALE,Marmara Region,115470,739246,0
2012,RATI4686MAM,33838,7,-84692,RETAIL-WHOLESALE,Marmara Region,146436,405966,0
2013,RATI4508KGK,38018,5,68849,RETAIL-WHOLESALE,Central Anatolia Region,1842912,2614630,1
2013,RATI6035LCU,34722,47,91707,MANUFACTURING,Marmara Region,2374425,4354485,1
2017,RATI3964BRK,41356,8,164336,RETAIL-WHOLESALE,,190397,681878,0
2014,RATI1671DVY,39613,5,377709,RETAIL-WHOLESALE,Central Anatolia Region,1392785,5453012,1
2012,RATI8200GQE,39877,1,,SERVICES,Central Anatolia Region,1596992,1901252,3
2010,RATI6220PCH,39053,,1726506,MANUFACTURING,Aegean Region,50380,146550,1
2017,RATI4873JYW,33996,8,,RETAIL-WHOLESALE,Marmara Region,1988755,2784606,3
2012,RATI9123GLV,30524,10,145726,RETAIL-WHOLESALE,Marmara Region,586672,692531,0
2011,RATI2483WAI,35104,23,31429,RETAIL-WHOLESALE,Marmara Region,616997,732734,0
2015,RATI5684QBV,38768,6,19000,RETAIL-WHOLESALE,Marmara Region,2850705,4240042,0
2014,RATI9236OAK,40975,24,-174491,SERVICES,Mediterranean Region,0,399760,0
2010,RATI3790WMV,32745,,,OTHERS,Marmara Region,197292,1835120,3
2017,RATI5873MNJ,40760,6,,RETAIL-WHOLESALE,Southeastern Anatolia Region,12672,465524,3
2017,RATI7191SJG,36652,4,37180,RETAIL-WHOLESALE,Marmara Region,850805,2549392,0
2014,RATI2484WIS,36816,2,,RETAIL-WHOLESALE,Aegean Region,330176,1026641,3
2016,RATI3803BXA,40232,1,16941,RETAIL-WHOLESALE,Southeastern Anatolia Region,117350,206791,0
2016,RATI6689OQR,41324,7,15274,RETAIL-WHOLESALE,Aegean Region,1317183,1379962,0
2015,RATI8989QYX,39275,9,6738,RETAIL-WHOLESALE,Marmara Region,473969,2065083,0
2016,RATI3117EBX,40478,1,32570,RETAIL-WHOLESALE,Marmara Region,1722835,2895993,0
2014,RATI8127GUG,33519,51,258737,OTHERS,Central Anatolia Region,556946,1442610,0
2016,RATI5282DDY,36652,26,,RETAIL-WHOLESALE,Aegean Region,4472793,9203556,3
2012,RATI4770IEO,39572,1,77081,RETAIL-WHOLESALE,Mediterranean Region,459404,738381,0
2014,RATI6269KUF,37818,6,13377,MANUFACTURING,Marmara Region,108779,941068,0
2014,RATI9089QEK,34886,31,,MANUFACTURING,Marmara Region,1498060,4233244,3
2011,RATI8837COA,34113,16,-5701,SERVICES,,261275,710923,0
2013,RATI5751UHI,35167,22,152580,SERVICES,,9179612,16170431,1
2013,RATI1783SPW,36852,7,-19191,RETAIL-WHOLESALE,Aegean Region,343148,776269,0
2016,RATI1973WJD,38026,2,76502,RETAIL-WHOLESALE,Central Anatolia Region,308460,617495,0
2010,RATI6295CRO,34355,,70034,OTHERS,Marmara Region,32741,243024,0
2012,RATI4481XIT,37376,49,295337,MANUFACTURING,Marmara Region,1002565,1912104,1
2016,RATI9880GYZ,36290,9,-33733,OTHERS,Marmara Region,1005125,1636826,0
2012,RATI2414XJP,40074,11,178553,RETAIL-WHOLESALE,Southeastern Anatolia Region,161148,251255,0
2014,RATI2645GRC,39481,20,,MANUFACTURING,Marmara Region,1231789,2031912,3
2012,RATI2057HOW,37691,6,193084,MANUFACTURING,Black Sea Region,798851,1932315,1
2010,RATI8959HHX,36954,,26886,RETAIL-WHOLESALE,Central Anatolia Region,1383993,1559478,0
2014,RATI6943QZL,40230,5,28898,RETAIL-WHOLESALE,Aegean Region,225201,1110340,0
2011,RATI5114OKF,34743,17,,RETAIL-WHOLESALE,Aegean Region,1422543,3370354,3
2016,RATI3684OOC,38004,6,88190,RETAIL-WHOLESALE,Aegean Region,2121331,7291835,1
2013,RATI1523WAS,30488,14,217777,MANUFACTURING,Marmara Region,553923,18229900,1
2012,RATI4634ZTA,35796,2,9435,RETAIL-WHOLESALE,Black Sea Region,49200,352603,0
2012,RATI9411QLA,32153,12,-226996,RETAIL-WHOLESALE,Marmara Region,1789810,5431417,0
2017,RATI7580TRE,35088,15,17080,OTHERS,Central Anatolia Region,1001618,1480754,0
2017,RATI1780EEV,41331,1,-68919,SERVICES,,97699,457324,0
2012,RATI7054BHB,39313,1,-9744,RETAIL-WHOLESALE,,87889,121653,0
2016,RATI9607LOF,34003,16,20936,RETAIL-WHOLESALE,Central Anatolia Region,1609260,2523775,0
2013,RATI7358FTB,37794,12,27979,RETAIL-WHOLESALE,Marmara Region,135114,397919,0
2011,RATI1763SIR,38664,6,,SERVICES,Marmara Region,4885,21251,3
2015,RATI1559NYR,36875,3,28038,OTHERS,Mediterranean Region,1190537,2260010,0
2017,RATI2369QCP,23941,16,74565,MANUFACTURING,Marmara Region,1484345,4055611,0
2015,RATI6842XRX,36734,14,,OTHERS,Marmara Region,1596274,3255275,3
2012,RATI8546DTD,39959,5,16219,OTHERS,Marmara Region,23717,116570,0
2017,RATI1574RWL,34715,14,,MANUFACTURING,Marmara Region,3221233,12597006,3
2016,RATI8510TCN,32137,85,62927,MANUFACTURING,Marmara Region,1265483,7076374,1
2011,RATI1504KJI,37960,12,29280,RETAIL-WHOLESALE,Marmara Region,131060,1544885,0
2015,RATI3803BXA,40248,1,10859,RETAIL-WHOLESALE,Southeastern Anatolia Region,166237,169042,0
2010,RATI9589QFP,38399,,594123,OTHERS,,601413,1583500,1
2016,RATI4795YBN,39950,2,,RETAIL-WHOLESALE,Aegean Region,601935,2904151,3
2016,RATI7471VNT,36795,1,,RETAIL-WHOLESALE,Marmara Region,12872,410961,3
2010,RATI1584OCQ,37861,,20336,RETAIL-WHOLESALE,Central Anatolia Region,79187,439618,0
2017,RATI6843AUF,38976,19,49900,OTHERS,Eastern Anatolia Region,1241825,2041682,0
2014,RATI3479LRL,38462,9,282204,MANUFACTURING,Marmara Region,31826,246331,0
2015,RATI3549UQZ,38395,4,-20475,SERVICES,Mediterranean Region,98750,435464,0
2011,RATI9028OZD,31862,13,-2432,SERVICES,Central Anatolia Region,1521570,22100567,0
2012,RATI4576RCI,34910,5,81836,RETAIL-WHOLESALE,Central Anatolia Region,257621,1040604,0
2015,RATI1840UXY,38464,5,43136,MANUFACTURING,Marmara Region,2262042,4091740,1
2013,RATI3062MAZ,40292,5,-100733,RETAIL-WHOLESALE,,11981,385731,1
2012,RATI7325ITS,39482,24,71017,RETAIL-WHOLESALE,Marmara Region,408249,1398467,0
2017,RATI6268DJU,32081,60,246846,OTHERS,Black Sea Region,22714,227874,0
2017,RATI6251LYA,40496,15,,SERVICES,Southeastern Anatolia Region,57545,173072,3
2015,RATI1087BWC,40495,19,300561,MANUFACTURING,Marmara Region,442758,1248025,0
2013,RATI4305JCB,42017,35,194301,MANUFACTURING,Marmara Region,727756,1414427,0
2017,RATI8396YBA,31282,80,-958156,MANUFACTURING,Black Sea Region,62473,1169457,0
2015,RATI5994WPO,30692,20,6599,RETAIL-WHOLESALE,Central Anatolia Region,5335900,8136442,1
2014,RATI5855GYN,40369,143,,OTHERS,Central Anatolia Region,49123,120232,3
2015,RATI9893MCQ,34326,7,-38416,RETAIL-WHOLESALE,Black Sea Region,667105,1504024,0
2014,RATI6308XDN,35279,5,33573,MANUFACTURING,Marmara Region,84268,741510,0
2017,RATI3101YEE,39909,4,84099,RETAIL-WHOLESALE,Mediterranean Region,52474,380756,0
2017,RATI8791JSY,35057,15,427623,RETAIL-WHOLESALE,Marmara Region,165596,3128011,1
2014,RATI8378KBR,40589,16,-969058,OTHERS,Marmara Region,2106,25622186,0
2016,RATI2556CEM,38730,7,,RETAIL-WHOLESALE,Marmara Region,3942392,8470204,3
2015,RATI8113SZR,28657,6,14638,RETAIL-WHOLESALE,Marmara Region,5663851,9296120,1
2011,RATI3708GQY,39298,7,207721,RETAIL-WHOLESALE,Marmara Region,121729,187900,0
2014,RATI8805IYZ,38915,11,29355,RETAIL-WHOLESALE,Aegean Region,652684,1691552,0
2012,RATI3232SNO,39321,7,95425,RETAIL-WHOLESALE,Marmara Region,200052,272325,0
2017,RATI6815MQZ,40315,9,425732,MANUFACTURING,Marmara Region,2209601,3670816,1
2013,RATI6182HWA,38746,2,,RETAIL-WHOLESALE,Mediterranean Region,154572,1067513,3
2017,RATI7160ILD,40831,13,-290715,SERVICES,Marmara Region,2692986,8595342,0
2014,RATI6090FAS,39738,3,47186,RETAIL-WHOLESALE,Marmara Region,322375,1997191,0
2013,RATI5010RGR,37862,3,118082,RETAIL-WHOLESALE,Mediterranean Region,58001,272893,0
2016,RATI2469DOM,40925,12,-147302,RETAIL-WHOLESALE,Aegean Region,91101,453882,0
2015,RATI4415GXR,41297,2,50696,RETAIL-WHOLESALE,Mediterranean Region,183693,1395658,0
2012,RATI3337DRF,37161,10,71872,MANUFACTURING,Marmara Region,38069,125315,0
2015,RATI8603ZWW,35683,4,19352,OTHERS,Central Anatolia Region,70136,174330,0
2014,RATI5822MXP,34338,10,,RETAIL-WHOLESALE,,33963,204098,3
2010,RATI3864FEH,38367,5,107173,RETAIL-WHOLESALE,Marmara Region,227098,1676765,0
2012,RATI1040HVG,39422,2,-13310,OTHERS,Black Sea Region,513743,727443,0
2014,RATI6533RFK,40461,3,-20893,RETAIL-WHOLESALE,Marmara Region,380392,1092815,0
2012,RATI5453PFD,38364,,-420377,RETAIL-WHOLESALE,Central Anatolia Region,6289,67890,0
2011,RATI4661LRP,36278,2,52877,MANUFACTURING,Central Anatolia Region,261346,763212,0
2017,RATI1896ENY,41478,3,,MANUFACTURING,,182669,830008,3
2015,RATI1827ITD,35706,38,-296481,MANUFACTURING,Marmara Region,48111,21536201,0
2011,RATI2635HHD,39669,2,165135,OTHERS,,36547,88890,0
2016,RATI4731MBR,34001,119,-2390183,MANUFACTURING,Mediterranean Region,694591,841871,1
2016,RATI6903YNH,32896,1,70875,RETAIL-WHOLESALE,Aegean Region,86793,219430,0
2017,RATI2707TCQ,41679,5,29577,RETAIL-WHOLESALE,Marmara Region,8083,22725,0
2015,RATI7817JWA,35182,16,,RETAIL-WHOLESALE,Marmara Region,160040,1035880,3
2012,RATI4380EHO,34232,4,42749,RETAIL-WHOLESALE,Mediterranean Region,,,0
2017,RATI9880XRB,39346,3,41258,MANUFACTURING,Marmara Region,1096567,2672746,0
2016,RATI3653KMD,35461,25,65687,SERVICES,,1481457,1774345,0
2017,RATI3219LNG,38954,22,,RETAIL-WHOLESALE,Central Anatolia Region,1469467,4128207,3
2017,RATI8875NBD,35081,18,41727,MANUFACTURING,,6694216,10731703,1
2014,RATI4821NDA,33593,5,81910,RETAIL-WHOLESALE,Marmara Region,109322,551469,0
2014,RATI6284AKU,36036,11,15729,MANUFACTURING,Central Anatolia Region,1046153,1989097,0
2013,RATI1214QWE,38230,4,165603,RETAIL-WHOLESALE,Marmara Region,359964,1847759,0
2014,RATI4683WFA,38927,21,,MANUFACTURING,Marmara Region,12192,660961,3
2011,RATI6639JDM,39186,19,45081,RETAIL-WHOLESALE,Marmara Region,609473,967478,0
2016,RATI7922YEY,37179,1,16491,RETAIL-WHOLESALE,Southeastern Anatolia Region,2868295,8191295,0
2010,RATI6348IBD,38239,,27422,RETAIL-WHOLESALE,Southeastern Anatolia Region,393357,950084,1
2016,RATI9812MBX,38565,9,,OTHERS,,1655321,7329979,3
2015,RATI9381PGV,35085,3,,RETAIL-WHOLESALE,Eastern Anatolia Region,427681,716435,3
2013,RATI3133AKB,35581,9,,MANUFACTURING,Southeastern Anatolia Region,110306,327556,3
2017,RATI3997HSP,40020,3,16975,RETAIL-WHOLESALE,Central Anatolia Region,498587,1245041,0
2012,RATI9286VUP,39225,2,57306,RETAIL-WHOLESALE,Marmara Region,87408,156574,0
2015,RATI3071ZUG,30705,20,195199,SERVICES,Aegean Region,74066,142102,0
2017,RATI2688JXY,40079,5,8300,MANUFACTURING,Central Anatolia Region,218282,2181060,0
2015,RATI4131EGH,40869,1,13265,RETAIL-WHOLESALE,Central Anatolia Region,174811,1144695,0
2017,RATI9089QEK,34889,28,,MANUFACTURING,Marmara Region,706651,4894677,3
2014,RATI3554SFS,39674,3,,OTHERS,Marmara Region,163234,200899,3
2012,RATI4247EJF,39535,4,35221,RETAIL-WHOLESALE,Marmara Region,215784,435718,0
2014,RATI3049ZJD,40329,20,-442882,RETAIL-WHOLESALE,Central Anatolia Region,1451418,1863898,0
2015,RATI6540BWZ,40326,7,,RETAIL-WHOLESALE,Marmara Region,307966,668937,3
2014,RATI2518PRJ,39413,2,28251,RETAIL-WHOLESALE,Marmara Region,306271,458750,0
2012,RATI8290CUA,39555,1,,RETAIL-WHOLESALE,Southeastern Anatolia Region,107550,188734,3
2013,RATI4047TPB,31443,20,108965,OTHERS,Marmara Region,341061,545286,0
2014,RATI5571LCO,37495,5,80083,MANUFACTURING,Marmara Region,68893,140209,0
2013,RATI4038VUP,38794,31,1562102,OTHERS,Central Anatolia Region,1190076,3474474,0
2013,RATI7664JSX,39454,1,-950285,MANUFACTURING,Central Anatolia Region,953898,2829839,0
2012,RATI8734FDQ,38947,5,,OTHERS,Mediterranean Region,,,3
2014,RATI8598ETD,37476,18,,OTHERS,,44369,120553,3
2014,RATI5114BRL,35786,3,32739,RETAIL-WHOLESALE,Aegean Region,822111,1866019,0
2012,RATI3818GKN,40478,2,-103726,SERVICES,,,,0
2012,RATI1726HUE,38262,10,14905,RETAIL-WHOLESALE,,1680708,2163552,1
2011,RATI7788EKL,35429,5,,RETAIL-WHOLESALE,Marmara Region,524633,3621772,3
2014,RATI9087HWP,34969,2,15836,SERVICES,Marmara Region,129313,1212299,0
2014,RATI6423HDF,36543,,21980,RETAIL-WHOLESALE,Southeastern Anatolia Region,604858,4906471,0
2011,RATI2057HOW,37700,6,169006,MANUFACTURING,Black Sea Region,610500,1843837,1
2013,RATI2373KPP,38994,1,91276,RETAIL-WHOLESALE,Marmara Region,458056,1270713,0
2013,RATI3560UQZ,39437,3,-150433,MANUFACTURING,Central Anatolia Region,57648,138038,0
2017,RATI5474STT,41870,2,137012,RETAIL-WHOLESALE,Marmara Region,1995008,4932425,0
2015,RATI3379KDZ,40275,50,143927,MANUFACTURING,,6155353,24930294,0
2013,RATI3721BWV,38774,9,129342,OTHERS,Central Anatolia Region,296742,1008669,1
2015,RATI7650NQW,33550,6,3768,RETAIL-WHOLESALE,Marmara Region,327416,1223736,0
2012,RATI1032KJH,38778,2,26335,RETAIL-WHOLESALE,Central Anatolia Region,645997,1961670,1
2015,RATI8758LIS,37972,8,99262,RETAIL-WHOLESALE,Aegean Region,16041,264223,0
2014,RATI1809RMX,39675,68,60249,OTHERS,Southeastern Anatolia Region,1504367,2946690,0
2015,RATI7165YVX,36785,19,149179,MANUFACTURING,Southeastern Anatolia Region,1341146,2506613,0
2016,RATI3429DDT,33687,20,297562,OTHERS,Central Anatolia Region,391443,1379829,0
